id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
kimya-ort-12_6_1_1,17,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,GÖRÜNTÜLEME TEKNOLOJİLERİ,,12.6.1.1,Görüntüleme cihazlarının çalışma prensiplerini açıklar.,"a) Öğrencilerin röntgen, MR, PET, tomografi, ultrason, radarlar, sonar, termal kameralar ile ilgili araştırmalar yaparak bu teknolojilerin oluşturulmasında fiziğin rolünü sorgulamaları sağlanır. b) Görüntüleme cihazlarının (röntgen, MR, PET, tomografi, ultrason, radarlar, sonar, termal kameralar) çalışma ilkelerine kısaca değinilir.","Kazanımın odağı, öğrencinin görüntüleme cihazlarının çalışma prensiplerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",görüntüleme; teknoloji̇leri̇; cihazlarının; çalışma; prensiplerini; modern; fi̇zi̇ği̇n; teknoloji̇deki̇
kimya-ort-12_6_1_2,18,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,GÖRÜNTÜLEME TEKNOLOJİLERİ,,12.6.1.2,LCD ve plazma teknolojilerinde fizik biliminin yerini açıklar.,,"Kazanımın odağı, öğrencinin lCD ve plazma teknolojilerinde fizik biliminin yerini açıklar. hedefidir.",görüntüleme; teknoloji̇leri̇; plazma; teknolojilerinde; fizik; biliminin; yerini; modern
kimya-ort-12_6_2_1,19,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,YARI İLETKEN TEKNOLOJİSİ,,12.6.2.1,Yarı iletken maddelerin genel özelliklerini açıklar.,,"Kazanımın odağı, öğrencinin yarı iletken maddelerin genel özelliklerini açıklar. hedefidir.",yari; i̇letken; teknoloji̇si̇; yarı; iletken; maddelerin; genel; özelliklerini
kimya-ort-12_6_2_2,20,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,YARI İLETKEN TEKNOLOJİSİ,,12.6.2.2,Yarı iletken malzemelerin teknolojideki önemini açıklar.,"a) Diyot ve transistörlerin işlevi verilir, çeşitlerine girilmez. b) Öğrencilerin kumun bir elektronik devre elemanı hâline gelme sürecini araştırmaları ve paylaşmaları sağlanır.","Kazanımın odağı, öğrencinin yarı iletken malzemelerin teknolojideki önemini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",yari; i̇letken; teknoloji̇si̇; yarı; iletken; malzemelerin; teknolojideki; önemini
kimya-ort-12_6_2_3,21,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,YARI İLETKEN TEKNOLOJİSİ,,12.6.2.3,LED teknolojisinin kullanıldığı yerlere örnekler verir.,,"Kazanımın odağı, öğrencinin lED teknolojisinin kullanıldığı yerlere örnekler verir. hedefidir.",yari; i̇letken; teknoloji̇si̇; teknolojisinin; kullanıldığı; yerlere; verir; modern
kimya-ort-12_6_2_4,22,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,YARI İLETKEN TEKNOLOJİSİ,,12.6.2.4,Güneş pillerinin çalışma şeklini açıklar.,a) Yapı elemanlarının özelliklerinin detaylarına girilmez. b) Güneş pillerinin günümüzdeki ve gelecekteki yerinin tartışılması sağlanır.,"Kazanımın odağı, öğrencinin güneş pillerinin çalışma şeklini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",yari; i̇letken; teknoloji̇si̇; güneş; pillerinin; çalışma; şeklini; modern
kimya-ort-12_6_2_5,23,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,YARI İLETKEN TEKNOLOJİSİ,,12.6.2.5,"Günlük hayatı kolaylaştıran, güneş pillerinin kullanıldığı sistem tasarlar.",Öğrencilerin yapmış oldukları tasarımın ülke ekonomisine ve çevreye sağlayacağı katkıları açıklamaları sağlanır.,"Kazanımın odağı, öğrencinin günlük hayatı kolaylaştıran, güneş pillerinin kullanıldığı sistem tasarlar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",yari; i̇letken; teknoloji̇si̇; günlük; hayatı; kolaylaştıran; güneş; pillerinin
kimya-ort-12_6_3_1,24,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,SÜPER İLETKENLER,,12.6.3.1,Süper iletken maddenin temel özelliklerini açıklar.,,"Kazanımın odağı, öğrencinin süper iletken maddenin temel özelliklerini açıklar. hedefidir.",süper; i̇letkenler; iletken; maddenin; temel; özelliklerini; modern; fi̇zi̇ği̇n
kimya-ort-12_6_3_2,25,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,SÜPER İLETKENLER,,12.6.3.2,Süper iletkenlerin teknolojideki kullanım alanlarına örnekler verir.,Hızlı trenlerin ve parçacık hızlandırıcılarının çalışma ilkeleri üzerinde durulur.,"Kazanımın odağı, öğrencinin süper iletkenlerin teknolojideki kullanım alanlarına örnekler verir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",süper; i̇letkenler; iletkenlerin; teknolojideki; kullanım; alanlarına; verir; modern
kimya-ort-12_6_4_1,26,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,NANOTEKNOLOJİ,,12.6.4.1,Nanobilimin temellerini açıklar.,a) Fizik bilimi ile nanobilim ve nanoteknolojinin ilişkisi üzerinde durulur. b) Fonksiyonel ve doğal nanoyapılara sahip sistemlere örnekler verilir.,"Kazanımın odağı, öğrencinin nanobilimin temellerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",nanoteknoloji̇; nanobilimin; temellerini; modern; fi̇zi̇ği̇n; teknoloji̇deki̇; uygulamalari
kimya-ort-12_6_4_2,27,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,NANOTEKNOLOJİ,,12.6.4.2,Nanomalzemelerin temel özelliklerini açıklar.,Malzemelerin nano boyutlara indirilmesi durumunda yeni özellikler kazandıkları vurgulanır.,"Kazanımın odağı, öğrencinin nanomalzemelerin temel özelliklerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",nanoteknoloji̇; nanomalzemelerin; temel; özelliklerini; modern; fi̇zi̇ği̇n; teknoloji̇deki̇; uygulamalari
kimya-ort-12_6_4_3,28,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,NANOTEKNOLOJİ,,12.6.4.3,Nanomalzemelerin teknolojideki kullanım alanlarına örnekler verir.,Nanomalzemelerin bilim ve teknolojinin gelişimine etkisi vurgulanır.,"Kazanımın odağı, öğrencinin nanomalzemelerin teknolojideki kullanım alanlarına örnekler verir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",nanoteknoloji̇; nanomalzemelerin; teknolojideki; kullanım; alanlarına; verir; modern; fi̇zi̇ği̇n
kimya-ort-12_6_5_1,29,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,LASER IŞINLARI,,12.6.5.1,LASER ışınlarının elde edilişini açıklar.,a) Simülasyonlar ve videolar yardımıyla LASER ışınının oluşumunun incelenmesi sağlanır. b) Matematiksel hesaplamalara girilmez.,"Kazanımın odağı, öğrencinin lASER ışınlarının elde edilişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",laser; işinlari; ışınlarının; elde; edilişini; modern; fi̇zi̇ği̇n; teknoloji̇deki̇
kimya-ort-12_6_5_2,30,KİMYA,,MODERN FİZİĞİN TEKNOLOJİDEKİ UYGULAMALARI,LASER IŞINLARI,,12.6.5.2,LASER ışınlarının teknolojideki kullanım alanlarına örnekler verir.,"KİMYA DERSİ ÖĞRETİM PROGRAMI ÜNİTE, KONU, KAZANIM VE AÇIKLAMALARI","Kazanımın odağı, öğrencinin lASER ışınlarının teknolojideki kullanım alanlarına örnekler verir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",laser; işinlari; ışınlarının; teknolojideki; kullanım; alanlarına; verir; modern
kimya-9-9_1_1_1,31,KİMYA,9,KİMYA BİLİMİ,Simyadan Kimyaya,,9.1.1.1,Kimyanın bilim olma sürecini açıklar.,"a. Simya ile kimya bilimi arasındaki fark vurgulanır. b. Kimya biliminin gelişim süreci ele alınırken Mezopotamya, Çin, Hint, Mısır, Yunan, Orta Asya ve İslam uygarlıklarının kimya bilimine yaptığı katkılara ilişkin okuma parçası verilir. c. Simyadan kimyaya geçiş sürecine katkı sağlayan bilim insanlarından bazılarının (Empedokles, Democritus, Aristo, Cabir bin Hayyan, Ebubekir er-Razi, Robert Boyle, Antoine Lavoisier) kimya bilimine ilişkin çalışmaları kısaca tanıtılır.","Kazanımın odağı, öğrencinin kimyanın bilim olma sürecini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",simyadan; kimyaya; kimyanın; bilim; olma; sürecini; ki̇mya; bi̇li̇mi̇
kimya-9-9_1_2_1,32,KİMYA,9,KİMYA BİLİMİ,Kimya Disiplinleri ve Kimyacıların Çalışma Alanları,,9.1.2.1,Kimyanın ve kimyacıların başlıca çalışma alanlarını açıklar.,"a. Biyokimya, analitik kimya, organik kimya, anorganik kimya, fizikokimya, polimer kimyası ve endüstriyel kimya disiplinleri kısaca tanıtılır. b. İlaç, gübre, petrokimya, arıtım, boya-tekstil alanlarının kimya ile ilişkisi belirtilir. c. Kimya alanı ile ilgili kimya mühendisliği, metalurji mühendisliği, eczacı, kimyager, kimya öğretmenliği meslekleri tanıtılır.","Kazanımın odağı, öğrencinin kimyanın ve kimyacıların başlıca çalışma alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimya; disiplinleri; kimyacıların; çalışma; alanları; kimyanın; başlıca; alanlarını
kimya-9-9_1_3_1,33,KİMYA,9,KİMYA BİLİMİ,Kimyanın Sembolik Dili,,9.1.3.1,Günlük hayatta sıklıkla etkileşimde bulunulan elementlerin adlarını sembolleriyle eşleştirir.,"a. Element tanımı yapılır. b. Periyodik sistemdeki ilk 20 element ve günlük hayatta sıkça kullanılan krom, mangan, demir, kobalt, nikel, bakır, çinko, brom, gümüş, kalay, iyot, baryum, platin, altın, cıva, kurşun elementlerinin sembolleri tanıtılır.","Kazanımın odağı, öğrencinin günlük hayatta sıklıkla etkileşimde bulunulan elementlerin adlarını sembolleriyle eşleştirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimyanın; sembolik; dili; günlük; hayatta; sıklıkla; etkileşimde; bulunulan
kimya-9-9_1_3_2,34,KİMYA,9,KİMYA BİLİMİ,Kimyanın Sembolik Dili,,9.1.3.2,Bileşiklerin formüllerini adlarıyla eşleştirir.,"a. Bileşik tanımı yapılır. b. H2O, HCl, H2SO4, HNO3, CH3COOH, CaCO3, NaHCO3 , NH3, Ca(OH)2, NaOH, KOH, CaO ve NaCl bileşiklerinin yaygın adları tanıtılır.","Kazanımın odağı, öğrencinin bileşiklerin formüllerini adlarıyla eşleştirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimyanın; sembolik; dili; bileşiklerin; formüllerini; adlarıyla; eşleştirir; ki̇mya
kimya-9-9_1_4_1,35,KİMYA,9,KİMYA BİLİMİ,Kimya Uygulamalarında İş Sağlığı ve Güvenliği,,9.1.4.1,Kimya laboratuvarlarında uyulması gereken iş sağlığı ve güvenliği kurallarını açıklar.,"a. Kimyada kullanılan sağlık ve güvenlik amaçlı temel uyarı işaretleri [yanıcı, yakıcı, korozif, patlayıcı, tahriş edici, zehirli (toksik), radyoaktif ve çevreye zararlı anlamına gelen işaretler] tanıtılır. b. İş sağlığı ve güvenliği için temel uyarı işaretlerin bilinmesinin gerekliliği ve önemi vurgulanır.","Kazanımın odağı, öğrencinin kimya laboratuvarlarında uyulması gereken iş sağlığı ve güvenliği kurallarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimya; uygulamalarında; sağlığı; güvenliği; laboratuvarlarında; uyulması; gereken; kurallarını
kimya-9-9_1_4_2,36,KİMYA,9,KİMYA BİLİMİ,Kimya Uygulamalarında İş Sağlığı ve Güvenliği,,9.1.4.2,Kimyasal maddelerin insan sağlığı ve çevre üzerindeki etkilerini açıklar.,"a. Na, K, Fe, Ca, Mg, H2O maddelerinin insan sağlığı ve çevre için önemine değinilir. b. Hg, Pb, CO2, NO2, SO3, CO, Cl2 maddelerinin insan sağlığı ve çevre üzerindeki zararlı etkileri vurgulanır.","Kazanımın odağı, öğrencinin kimyasal maddelerin insan sağlığı ve çevre üzerindeki etkilerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimya; uygulamalarında; sağlığı; güvenliği; kimyasal; maddelerin; insan; çevre
kimya-9-9_1_4_3,37,KİMYA,9,KİMYA BİLİMİ,Kimya Uygulamalarında İş Sağlığı ve Güvenliği,,9.1.4.3,Kimya laboratuvarında kullanılan bazı temel malzemeleri tanır.,"Beherglas, erlenmayer, dereceli silindir (mezür), pipet, cam balon, balon joje, büret ve ayırma hunisi gibi laboratuvarda bulunan temel araç gereçler tanıtılır.","Kazanımın odağı, öğrencinin kimya laboratuvarında kullanılan bazı temel malzemeleri tanır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimya; uygulamalarında; sağlığı; güvenliği; laboratuvarında; kullanılan; bazı; temel
kimya-9-9_2_1_1,38,KİMYA,9,ATOM VE PERİYODİK SİSTEM,Atom Modelleri,,9.2.1.1,"Dalton, Thomson, Rutherford ve Bohr atom modellerini açıklar.","a. Bohr atom modeli, atomların soğurduğu/yaydığı ışınlar ile ilişkilendirilir. Hesaplamalara girilmeden sadece ışın soğurma/yayma üzerinde durulur. b. Bohr atom modelinin sınırlılıkları belirtilerek modern atom teorisinin (bulut modelinin) önemi vurgulanır. Orbital kavramına girilmez. c. Atom modellerinin açıklanmasında bilişim teknolojilerinden (animasyon, simülasyon, video vb.) yararlanılır.","Kazanımın odağı, öğrencinin dalton, Thomson, Rutherford ve Bohr atom modellerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",atom; modelleri; dalton; thomson; rutherford; bohr; modellerini; peri̇yodi̇k
kimya-9-9_2_2_1,39,KİMYA,9,ATOM VE PERİYODİK SİSTEM,Atomun Yapısı,,9.2.2.1,"Elektron, proton ve nötronun yüklerini, kütlelerini ve atomda bulundukları yerleri karşılaştırır.","a. Elektron, proton, nötron, atom numarası, kütle numarası, izotop, izoton, izobar ve izoelektronik kavramları tanıtılır. b. Elektron, proton ve nötronun yük ve kütlelerinin nasıl bulunduğu sürecine ve izotop atomlarda ortalama atom kütlesi hesabına girilmez.","Kazanımın odağı, öğrencinin elektron, proton ve nötronun yüklerini, kütlelerini ve atomda bulundukları yerleri karşılaştırır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",atomun; yapısı; elektron; proton; nötronun; yüklerini; kütlelerini; atomda
kimya-9-9_2_3_1,40,KİMYA,9,ATOM VE PERİYODİK SİSTEM,Periyodik Sistem,,9.2.3.1,Elementlerin periyodik sistemdeki yerleşim esaslarını açıklar.,a. Mendeleyev’in periyodik sistem üzerine yaptığı çalışmalar ve Moseley’in katkıları üzerinde durulur. b. Atomların katman-elektron dağılımlarıyla periyodik sistemdeki yerleri arasındaki ilişki açıklanır. İlk 20 element esas olup diğer elementlerin katman elektron dağılımlarına girilmez.,"Kazanımın odağı, öğrencinin elementlerin periyodik sistemdeki yerleşim esaslarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",periyodik; sistem; elementlerin; sistemdeki; yerleşim; esaslarını; atom; peri̇yodi̇k
kimya-9-9_2_3_2,41,KİMYA,9,ATOM VE PERİYODİK SİSTEM,Periyodik Sistem,,9.2.3.2,Elementleri periyodik sistemdeki yerlerine göre sınıflandırır.,"Elementlerin sınıflandırılması metal, ametal, yarı metal ve asal (soy) gazlar olarak yapılır.","Kazanımın odağı, öğrencinin elementleri periyodik sistemdeki yerlerine göre sınıflandırır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",periyodik; sistem; elementleri; sistemdeki; yerlerine; sınıflandırır; atom; peri̇yodi̇k
kimya-9-9_2_3_3,42,KİMYA,9,ATOM VE PERİYODİK SİSTEM,Periyodik Sistem,,9.2.3.3,Periyodik özelliklerin değişme eğilimlerini açıklar.,"a. Periyodik özelliklerden metalik-ametalik, atom yarıçapı, iyonlaşma enerjisi, elektron ilgisi ve elektronegatiflik kavramları açıklanır; bunların nasıl ölçüldüğü konusuna girilmez. b. Kovalent, iyonik, metalik, van der Waals yarıçap tanımlarına girilmez. c. Periyodik özelliklerin açıklanmasında bilişim teknolojilerinden (animasyon, simülasyon, video vb.) yararlanılır.","Kazanımın odağı, öğrencinin periyodik özelliklerin değişme eğilimlerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",periyodik; sistem; özelliklerin; değişme; eğilimlerini; atom; peri̇yodi̇k; si̇stem
kimya-9-9_3_1_1,43,KİMYA,9,KİMYASAL TÜRLER ARASI ETKİLEŞİMLER,Kimyasal Tür,,9.3.1.1,Kimyasal türleri açıklar.,Radikal kavramına girilmez.,"Kazanımın odağı, öğrencinin kimyasal türleri açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimyasal; türleri; ki̇myasal; türler; arasi; etki̇leşi̇mler
kimya-9-9_3_2_1,44,KİMYA,9,KİMYASAL TÜRLER ARASI ETKİLEŞİMLER,Kimyasal Türler Arası Etkileşimlerin Sınıflandırılması,,9.3.2.1,Kimyasal türler arasındaki etkileşimleri sınıflandırır.,"a. Bağlanan türler arası sınıflandırma, atomlar arası ve moleküller arası şeklinde yapılır; bu sınıflandırmanın getirdiği güçlüklere değinilir. b. Güçlü etkileşimlere örnek olarak iyonik, kovalent ve metalik bağ; zayıf etkileşimlere örnek olarak da hidrojen bağı ve van der Waals kuvvetleri verilir.","Kazanımın odağı, öğrencinin kimyasal türler arasındaki etkileşimleri sınıflandırır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kimyasal; türler; arası; etkileşimlerin; sınıflandırılması; arasındaki; etkileşimleri; sınıflandırır
