id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
fizik-9-9_3_1_1,11,FİZİK,9,HAREKET VE KUVVET,HAREKET,,9.3.1.1,Cisimlerin hareketlerini sınıflandırır.,"Deney veya simülasyonlardan yararlanarak öteleme, dönme ve titreşim hareketlerine örnekler verilmesi sağlanır.","Kazanımın odağı, öğrencinin cisimlerin hareketlerini sınıflandırır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hareket; cisimlerin; hareketlerini; sınıflandırır; kuvvet
fizik-9-9_3_1_2,12,FİZİK,9,HAREKET VE KUVVET,HAREKET,,9.3.1.2,"Konum, alınan yol, yer değiştirme, sürat ve hız kavramlarını birbirleri ile ilişkilendirir.",,"Kazanımın odağı, öğrencinin konum, alınan yol, yer değiştirme, sürat ve hız kavramlarını birbirleri ile ilişkilendirir. hedefidir.",hareket; konum; alınan; değiştirme; sürat; kavramlarını; birbirleri; kuvvet
fizik-9-9_3_1_3,13,FİZİK,9,HAREKET VE KUVVET,HAREKET,,9.3.1.3,"Düzgün doğrusal hareket için konum, hız ve zaman kavramlarını ilişkilendirir.","a) Öğrencilerin deney yaparak veya simülasyonlarla veriler toplamaları, konum-zaman ve hız-zaman grafiklerini çizmeleri, bunları yorumlamaları ve çizilen grafikler arasında dönüşümler yapmaları sağlanır. b) Öğrencilerin grafiklerden yararlanarak hareket ile ilgili matematiksel modelleri çıkarmaları ve yorumlamaları sağlanır.","Kazanımın odağı, öğrencinin düzgün doğrusal hareket için konum, hız ve zaman kavramlarını ilişkilendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hareket; düzgün; doğrusal; konum; zaman; kavramlarını; kuvvet
fizik-9-9_3_1_4,14,FİZİK,9,HAREKET VE KUVVET,HAREKET,,9.3.1.4,Ortalama hız kavramını açıklar.,Trafikte yeşil dalga sisteminin çalışma ilkesi üzerinde durulur.,"Kazanımın odağı, öğrencinin ortalama hız kavramını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hareket; ortalama; kavramını; kuvvet
fizik-9-9_3_1_5,15,FİZİK,9,HAREKET VE KUVVET,HAREKET,,9.3.1.5,İvme kavramını hızlanma ve yavaşlama olayları ile ilişkilendirir.,"a) Sabit ivmeli hareket ile sınırlı kalınır. b) İvmenin matematiksel modelinin çıkarılması sağlanır. Matematiksel hesaplamalara girilmez. c) Sabit ivmeli hareket için hız-zaman ve ivme- zaman grafiklerini çizmeleri, yorumlamaları sağlanır. Grafikler arasında dönüşümlere girilmez. Konum-zaman grafiği çizdirilmez. ç) Anlık hız kavramına değinilir.","Kazanımın odağı, öğrencinin i̇vme kavramını hızlanma ve yavaşlama olayları ile ilişkilendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hareket; i̇vme; kavramını; hızlanma; yavaşlama; olayları; kuvvet
fizik-9-9_3_1_6,16,FİZİK,9,HAREKET VE KUVVET,HAREKET,,9.3.1.6,Bir cismin hareketini farklı referans noktalarına göre açıklar.,Gözlemlerle hareketin göreceli olduğu çıkarımının yapılması sağlanır.,"Kazanımın odağı, öğrencinin bir cismin hareketini farklı referans noktalarına göre açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hareket; cismin; hareketini; farklı; referans; noktalarına; kuvvet
fizik-9-9_3_2_1,17,FİZİK,9,HAREKET VE KUVVET,KUVVET,,9.3.2.1,Kuvvet kavramını örneklerle açıklar.,a) Temas gerektiren ve gerektirmeyen kuvvetlere örnek verilmesi sağlanır. b) Dört temel kuvvetin hangi kuvvetler olduğu belirtilir. c) Kütle çekim kuvvetinin bağlı olduğu değişkenler verilir. Matematiksel hesaplamalara girilmez. ç) Dengelenmiş ve dengelenmemiş kuvvetler vurgulanır.,"Kazanımın odağı, öğrencinin kuvvet kavramını örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kuvvet; kavramını; örneklerle; hareket
fizik-9-9_3_3_1,18,FİZİK,9,HAREKET VE KUVVET,NEWTON’IN HAREKET YASALARI,,9.3.3.1,Dengelenmiş kuvvetlerin etkisindeki cisimlerin hareket durumlarını örneklerle açıklar.,İbn-i Sina’nın hareket konusunda yaptığı çalışmalar hakkında kısaca bilgi verilir.,"Kazanımın odağı, öğrencinin dengelenmiş kuvvetlerin etkisindeki cisimlerin hareket durumlarını örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",newton’in; hareket; yasalari; dengelenmiş; kuvvetlerin; etkisindeki; cisimlerin; durumlarını
fizik-9-9_3_3_2,19,FİZİK,9,HAREKET VE KUVVET,NEWTON’IN HAREKET YASALARI,,9.3.3.2,"Kuvvet, ivme ve kütle kavramları arasındaki ilişkiyi açıklar.","a) Net kuvvet, ivme ve kütle arasındaki matematiksel model verilir. b) Serbest cisim diyagramı üzerinde cisme etki eden kuvvetler gösterilir. Net kuvvetin büyüklüğü hesaplanarak yönü gösterilir. c) Hesaplamalarda yatay düzlemde tek kütle ile sınırlı kalınır. Bileşenlere ayırma hesaplamalarına girilmez. ç) Yer çekimi ivmesi açıklanarak ağırlık hesaplamaları yapılır.","Kazanımın odağı, öğrencinin kuvvet, ivme ve kütle kavramları arasındaki ilişkiyi açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",newton’in; hareket; yasalari; kuvvet; ivme; kütle; kavramları; arasındaki
fizik-9-9_3_3_3,20,FİZİK,9,HAREKET VE KUVVET,NEWTON’IN HAREKET YASALARI,,9.3.3.3,Etki-tepki kuvvetlerini örneklerle açıklar.,a) Yatay ve düşey düzlemlerde etki-tepki kuvvetlerinin gösterilmesi sağlanır. b) Matematiksel hesaplamalara girilmez.,"Kazanımın odağı, öğrencinin etki-tepki kuvvetlerini örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",newton’in; hareket; yasalari; etki-tepki; kuvvetlerini; örneklerle; kuvvet
fizik-9-9_3_4_1,21,FİZİK,9,HAREKET VE KUVVET,SÜRTÜNME KUVVETİ,,9.3.4.1,Sürtünme kuvvetinin bağlı olduğu değişkenleri analiz eder.,"a) Öğrencilerin deney yaparak veya simülasyonlardan elde ettiği verilerden çıkarım yapmaları ve değişkenler arasındaki ilişkiyi belirlemeleri sağlanır. Yatay düzlemle sınırlı kalınır. b) Statik ve kinetik sürtünme kuvvetlerinin karşılaştırılması sağlanır. c) Serbest cisim diyagramları üzerinde sürtünme kuvvetinin gösterilmesi sağlanır. ç) Sürtünme kuvvetinin matematiksel modeli verilir. Matematiksel hesaplamalara girilmez. d) Sürtünme kuvvetinin günlük hayattaki avantaj ve dezavantajlarına örnekler verilmesi sağlanır. e) Kayarak ve dönerek ilerleyen cisimlerde sürtünme kuvvetinin yönü, örnekler üzerinden açıklanır.","Kazanımın odağı, öğrencinin sürtünme kuvvetinin bağlı olduğu değişkenleri analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sürtünme; kuvveti̇; kuvvetinin; bağlı; olduğu; değişkenleri; hareket; kuvvet
fizik-9-9_4_1_1,22,FİZİK,9,ENERJİ,"İŞ, ENERJİ VE GÜÇ",,9.4.1.1,"İş, enerji ve güç kavramlarını birbirleriyle ilişkilendirir.",a) İş ile enerji arasındaki ilişki kavramsal olarak verilir. b)Öğrencilerin iş ve güç kavramlarının matematiksel modellerini incelemeleri sağlanır. c) Fiziksel anlamda iş ve güç ile günlük hayatta kullanılan iş ve güç kavramlarının farklı olduğu vurgulanır.,"Kazanımın odağı, öğrencinin i̇ş, enerji ve güç kavramlarını birbirleriyle ilişkilendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",enerji̇; enerji; kavramlarını; birbirleriyle
fizik-9-9_4_1_2,23,FİZİK,9,ENERJİ,"İŞ, ENERJİ VE GÜÇ",,9.4.1.2,Mekanik iş ve mekanik güç ile ilgili hesaplamalar yapar.,Hareket ile aynı doğrultudaki kuvvetlerle sınırlı kalınır.,"Kazanımın odağı, öğrencinin mekanik iş ve mekanik güç ile ilgili hesaplamalar yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",enerji̇; mekanik; hesaplamalar
fizik-9-9_4_2_1,24,FİZİK,9,ENERJİ,MEKANİK ENERJİ,,9.4.2.1,"Öteleme kinetik enerjisi, yer çekimi potansiyel enerjisi ve esneklik potansiyel enerjisinin bağlı olduğu değişkenleri analiz eder.","a) Öteleme kinetik enerjisi, yer çekimi potansiyel enerjisi ve esneklik potansiyel enerjisinin matematiksel modelleri verilir. Deney veya simülasyonlar yardımıyla değişkenlerin analiz edilmesi sağlanır. Matematiksel hesaplamalara girilmez. b) Esneklik potansiyel enerjisinde tek yaylı sistemler dikkate alınmalıdır. c) Mekanik enerjinin kinetik enerji ve potansiyel enerjinin toplamına eşit olduğu vurgulanır.","Kazanımın odağı, öğrencinin öteleme kinetik enerjisi, yer çekimi potansiyel enerjisi ve esneklik potansiyel enerjisinin bağlı olduğu değişkenleri analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",mekani̇k; enerji̇; öteleme; kinetik; enerjisi; çekimi; potansiyel; esneklik
fizik-9-9_4_3_1,25,FİZİK,9,ENERJİ,ENERJİNİN KORUNUMU VE ENERJİ DÖNÜŞÜMLERİ,,9.4.3.1,"Enerjinin bir biçimden diğer bir biçime (mekanik, ısı, ışık, ses gibi) dönüşümünde toplam enerjinin korunduğu çıkarımını yapar.",a) Sürtünmeden dolayı enerjinin tamamının hedeflenen enerji biçimine dönüştürülemeyeceği vurgulanır. b) Enerji dönüşüm hesaplamalarına girilmez.,"Kazanımın odağı, öğrencinin enerjinin bir biçimden diğer bir biçime (mekanik, ısı, ışık, ses gibi) dönüşümünde toplam enerjinin korunduğu çıkarımını yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",enerji̇ni̇n; korunumu; enerji̇; dönüşümleri̇; enerjinin; biçimden; diğer; biçime
fizik-9-9_4_3_2,26,FİZİK,9,ENERJİ,ENERJİNİN KORUNUMU VE ENERJİ DÖNÜŞÜMLERİ,,9.4.3.2,Canlıların besinlerden kazandıkları enerji ile günlük aktiviteler için harcadıkları enerjiyi karşılaştırır.,Canlıların fiziksel anlamda iş yapmadan da enerji harcayabildikleri vurgulanır.,"Kazanımın odağı, öğrencinin canlıların besinlerden kazandıkları enerji ile günlük aktiviteler için harcadıkları enerjiyi karşılaştırır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",enerji̇ni̇n; korunumu; enerji̇; dönüşümleri̇; canlıların; besinlerden; kazandıkları; enerji
fizik-9-9_4_4_1,27,FİZİK,9,ENERJİ,VERİM,,9.4.4.1,Verim kavramını açıklar.,Enerji tasarrufu ve enerji verimliliği arasındaki ilişki enerji kimlik belgeleri üzerinden açıklanır.,"Kazanımın odağı, öğrencinin verim kavramını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",veri̇m; verim; kavramını; enerji̇
fizik-9-9_4_4_2,28,FİZİK,9,ENERJİ,VERİM,,9.4.4.2,Örnek bir sistem veya tasarımın verimini artıracak öneriler geliştirir.,Tarihsel süreçte tasarlanmış olan çeşitli verim artırıcı sistemlerin çalışma prensibine değinilir.,"Kazanımın odağı, öğrencinin örnek bir sistem veya tasarımın verimini artıracak öneriler geliştirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",veri̇m; örnek; sistem; veya; tasarımın; verimini; artıracak; öneriler
fizik-9-9_4_5_1,29,FİZİK,9,ENERJİ,ENERJİ KAYNAKLARI,,9.4.5.1,Yenilenebilir ve yenilenemez enerji kaynaklarını avantaj ve dezavantajları açısından değerlendirir.,"a) Enerji kaynaklarının maliyeti, erişilebilirliği, üretim kolaylığı, toplum, teknoloji ve çevresel etkileri göz önünde bulundurulur. b) Enerji kaynaklarını tasarruflu kullanmanın gerekliliği vurgulanır.","Kazanımın odağı, öğrencinin yenilenebilir ve yenilenemez enerji kaynaklarını avantaj ve dezavantajları açısından değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",enerji̇; kaynaklari; yenilenebilir; yenilenemez; enerji; kaynaklarını; avantaj; dezavantajları
fizik-9-9_5_1_1,30,FİZİK,9,ISI VE SICAKLIK,ISI VE SICAKLIK,,9.5.1.1,"Isı, sıcaklık ve iç enerji kavramlarını açıklar.",a) Entalpi ve entropi kavramlarına girilmez. b) Isı ve sıcaklık kavramlarının birimleri ve ölçüm aletlerinin adları verilir.,"Kazanımın odağı, öğrencinin isı, sıcaklık ve iç enerji kavramlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sicaklik; sıcaklık; enerji; kavramlarını
fizik-9-9_5_1_2,31,FİZİK,9,ISI VE SICAKLIK,ISI VE SICAKLIK,,9.5.1.2,Termometre çeşitlerini kullanım amaçları açısından karşılaştırır.,,"Kazanımın odağı, öğrencinin termometre çeşitlerini kullanım amaçları açısından karşılaştırır. hedefidir.",sicaklik; termometre; çeşitlerini; kullanım; amaçları; açısından; karşılaştırır
fizik-9-9_5_1_3,32,FİZİK,9,ISI VE SICAKLIK,ISI VE SICAKLIK,,9.5.1.3,Sıcaklık birimleri ile ilgili hesaplamalar yapar.,"C, 0F, K için birim dönüşümleri yapılması sağlanır.","Kazanımın odağı, öğrencinin sıcaklık birimleri ile ilgili hesaplamalar yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sicaklik; sıcaklık; birimleri; hesaplamalar
fizik-9-9_5_1_4,33,FİZİK,9,ISI VE SICAKLIK,ISI VE SICAKLIK,,9.5.1.4,Öz ısı ve ısı sığası kavramlarını birbiriyle ilişkilendirir.,Günlük hayattan örnekler (denizlerin karalardan geç ısınıp geç soğuması gibi) verilir.,"Kazanımın odağı, öğrencinin öz ısı ve ısı sığası kavramlarını birbiriyle ilişkilendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sicaklik; sığası; kavramlarını; birbiriyle
fizik-9-9_5_1_5,34,FİZİK,9,ISI VE SICAKLIK,ISI VE SICAKLIK,,9.5.1.5,Isı alan veya ısı veren saf maddelerin sıcaklığında meydana gelen değişimin bağlı olduğu değişkenleri analiz eder.,Deney veya simülasyonlardan yararlanılarak değişkenler arasındaki ilişkiyi belirlemeleri sağlanır. Matematiksel model verilir. Matematiksel hesaplamalara girilmez.,"Kazanımın odağı, öğrencinin isı alan veya ısı veren saf maddelerin sıcaklığında meydana gelen değişimin bağlı olduğu değişkenleri analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sicaklik; alan; veya; veren; maddelerin; sıcaklığında; meydana; gelen
fizik-9-9_5_2_1,35,FİZİK,9,ISI VE SICAKLIK,HÂL DEĞİŞİMİ,,9.5.2.1,Saf maddelerde hâl değişimi için gerekli olan ısı miktarının bağlı olduğu değişkenleri analiz eder.,Deney veya simülasyonlardan yararlanarak değişkenler arasındaki ilişkiyi belirlemeleri sağlanır. Matematiksel model verilir. Matematiksel hesaplamalara girilmez.,"Kazanımın odağı, öğrencinin saf maddelerde hâl değişimi için gerekli olan ısı miktarının bağlı olduğu değişkenleri analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",deği̇şi̇mi̇; maddelerde; değişimi; gerekli; miktarının; bağlı; olduğu; değişkenleri
fizik-9-9_5_3_1,36,FİZİK,9,ISI VE SICAKLIK,ISIL DENGE,,9.5.3.1,Isıl denge kavramının sıcaklık farkı ve ısı kavramı ile olan ilişkisini analiz eder.,a) Deney veya simülasyonlardan yararlanılarak ısıl dengenin sıcaklık değişimi ve ısı ile ilişkisinin belirlenmesi sağlanır. b) Isıl denge ile ilgili matematiksel hesaplamalara girilmez.,"Kazanımın odağı, öğrencinin isıl denge kavramının sıcaklık farkı ve ısı kavramı ile olan ilişkisini analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",isil; denge; isıl; kavramının; sıcaklık; farkı; kavramı; ilişkisini
fizik-9-9_5_4_1,37,FİZİK,9,ISI VE SICAKLIK,ENERJİ İLETİM YOLLARI VE ENERJİ İLETİM HIZI,,9.5.4.1,Enerji iletim yollarını örneklerle açıklar.,,"Kazanımın odağı, öğrencinin enerji iletim yollarını örneklerle açıklar. hedefidir.",enerji̇; i̇leti̇m; yollari; hizi; enerji; iletim; yollarını; örneklerle
fizik-9-9_5_4_2,38,FİZİK,9,ISI VE SICAKLIK,ENERJİ İLETİM YOLLARI VE ENERJİ İLETİM HIZI,,9.5.4.2,Katı maddedeki enerji iletim hızını etkileyen değişkenleri analiz eder.,"a) Deney veya simülasyonlardan yararlanılarak değişkenler arasındaki ilişkiyi belirlemeleri sağlanır. b) Günlük hayattan örnekler (ısı yalıtımında izolasyon malzemelerinin kullanılması, soğuk bölgelerde pencerelerin küçük, duvarların daha kalın olması gibi) verilir. c) Enerji iletim hızı ile ilgili matematiksel hesaplamalara girilmez.","Kazanımın odağı, öğrencinin katı maddedeki enerji iletim hızını etkileyen değişkenleri analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",enerji̇; i̇leti̇m; yollari; hizi; katı; maddedeki; enerji; iletim
fizik-9-9_5_4_3,39,FİZİK,9,ISI VE SICAKLIK,ENERJİ İLETİM YOLLARI VE ENERJİ İLETİM HIZI,,9.5.4.3,Enerji tasarrufu için yaşam alanlarının yalıtımına yönelik tasarım yapar.,a) Enerji tasarrufu için ısı yalıtım sisteminin aile bütçesine ve ülke ekonomisine olan katkısının önemi vurgulanır. b) Öğrencilerin ısı yalıtımı ile ilgili günlük hayattan bir problem belirlemeleri ve bu problem için çözümler üretmeleri sağlanır. c) Yapılacak tasarımlarda finans bilincinin geliştirilmesi için bütçe hesaplaması yapılmasının gerekliliği vurgulanmalıdır.,"Kazanımın odağı, öğrencinin enerji tasarrufu için yaşam alanlarının yalıtımına yönelik tasarım yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",enerji̇; i̇leti̇m; yollari; hizi; enerji; tasarrufu; yaşam; alanlarının
